Fexperiment_GHz,Fstandard_GHz
218.21,218.95
218.81,219.56
219.42,220.17
220.02,220.77
220.63,221.38
221.23,221.99
221.83,222.6
222.44,223.2
223.04,223.81
223.65,224.42
224.25,225.03
224.86,225.63
225.46,226.24
226.06,226.85
226.67,227.46
227.27,228.06
227.88,228.67
228.48,229.28
229.09,229.89
229.69,230.49
230.29,231.1
230.9,231.71
231.5,232.32
232.11,232.92
232.71,233.53
233.32,234.14
233.92,234.75
234.52,235.35
235.13,235.96
235.73,236.57
236.34,237.18
236.94,237.78
237.54,238.39
238.15,239
238.75,239.61
239.36,240.21
239.96,240.82
240.57,241.43
241.17,242.03
241.77,242.64
242.38,243.25
242.98,243.86
243.59,244.46
244.19,245.07
244.79,245.68
245.4,246.29
246,246.89
246.61,247.5
247.21,248.11
247.82,248.72
248.42,249.32
249.02,249.93
249.63,250.54
250.23,251.14
250.84,251.75
251.44,252.36
252.04,252.97
252.65,253.57
253.25,254.18
253.86,254.79
254.46,255.4
255.06,256
255.67,256.61
256.27,257.22
256.88,257.82
257.48,258.43
258.08,259.04
258.69,259.65
259.29,260.25
259.9,260.86
260.5,261.47
261.11,262.08
261.71,262.68
262.31,263.29
262.92,263.9
263.52,264.5
264.13,265.11
264.73,265.72
265.33,266.33
265.94,266.93
266.54,267.54
267.15,268.15
267.75,268.75
268.35,269.36
268.96,269.97
269.56,270.58
270.17,271.18
270.77,271.79
271.37,272.4
271.98,273
272.58,273.61
273.18,274.22
273.79,274.83
274.39,275.43
275,276.04
275.6,276.65
276.2,277.25
276.81,277.86
277.41,278.47
278.02,279.08
278.62,279.68
279.22,280.29
279.83,280.9
280.43,281.5
281.04,282.11
281.64,282.72
282.24,283.33
282.85,283.93
283.45,284.54
284.06,285.15
284.66,285.75
285.26,286.36
285.87,286.97
286.47,287.58
287.07,288.18
287.68,288.79
288.28,289.4
288.89,290
289.49,290.61
290.09,291.22
290.7,291.82
291.3,292.43
291.91,293.04
292.51,293.65
293.11,294.25
293.72,294.86
294.32,295.47
294.92,296.07
295.53,296.68
296.13,297.29
296.74,297.9
297.34,298.5
297.94,299.11
298.55,299.72
299.15,300.32
299.76,300.93
300.36,301.54
300.96,302.14
301.57,302.75
302.17,303.36
302.77,303.96
303.38,304.57
303.98,305.18
304.59,305.79
305.19,306.39
305.79,307
306.4,307.61
307,308.21
307.6,308.82
308.21,309.43
308.81,310.03
309.42,310.64
310.02,311.25
310.62,311.86
311.23,312.46
311.83,313.07
312.43,313.68
313.04,314.28
313.64,314.89
314.24,315.5
314.85,316.1
315.45,316.71
316.06,317.32
316.66,317.92
317.26,318.53
317.87,319.14
318.47,319.74
319.07,320.35
319.68,320.96
320.28,321.57
320.89,322.17
321.49,322.78
322.09,323.39
322.7,323.99
323.3,324.6
323.9,325.21
324.51,325.81
325.11,326.42
325.71,327.03
326.32,327.63
326.92,328.24
327.53,328.85
328.13,329.45
328.73,330.06
329.34,330.67
329.94,331.27
330.54,331.88
331.15,332.49
331.75,333.09
332.35,333.7
332.96,334.31
333.56,334.91
334.16,335.52
334.77,336.13
335.37,336.74
335.98,337.34
336.58,337.95
337.18,338.56
337.79,339.16
338.39,339.77
338.99,340.38
339.6,340.98
340.2,341.59
340.8,342.2
341.41,342.8
342.01,343.41
342.61,344.02
343.22,344.62
343.82,345.23
344.42,345.84
345.03,346.44
345.63,347.05
346.24,347.66
346.84,348.26
347.44,348.87
348.05,349.48
348.65,350.08
349.25,350.69
349.86,351.3
350.46,351.9
351.06,352.51
351.67,353.12
352.27,353.72
352.87,354.33
353.48,354.94
354.08,355.54
354.68,356.15
355.29,356.76
355.89,357.36
356.49,357.97
357.1,358.58
357.7,359.18
358.3,359.79
358.91,360.4
359.51,361
360.11,361.61
360.72,362.22
361.32,362.82
361.92,363.43
362.53,364.04
363.13,364.64
363.73,365.25
364.34,365.85
364.94,366.46
365.55,367.07
366.15,367.67
366.75,368.28
367.36,368.89
367.96,369.49
368.56,370.1
369.17,370.71
369.77,371.31
370.37,371.92
370.98,372.53
371.58,373.13
372.18,373.74
372.79,374.35
373.39,374.95
373.99,375.56
374.6,376.17
375.2,376.77
375.8,377.38
376.41,377.99
377.01,378.59
377.61,379.2
378.21,379.81
378.82,380.41
379.42,381.02
380.02,381.62
380.63,382.23
381.23,382.84
381.83,383.44
382.44,384.05
383.04,384.66
383.64,385.26
384.25,385.87
384.85,386.48
385.45,387.08
386.06,387.69
386.66,388.3
387.26,388.9
387.87,389.51
388.47,390.11
389.07,390.72
389.68,391.33
390.28,391.93
390.88,392.54
391.49,393.15
392.09,393.75
392.69,394.36
393.3,394.97
393.9,395.57
394.5,396.18
395.11,396.78
395.71,397.39
396.31,398
396.92,398.6
397.52,399.21
398.12,399.82
398.72,400.42
399.33,401.03
399.93,401.64
400.53,402.24
401.14,402.85
401.74,403.45
402.34,404.06
402.95,404.67
403.55,405.27
404.15,405.88
404.76,406.49
405.36,407.09
405.96,407.7
406.57,408.31
407.17,408.91
407.77,409.52
408.37,410.12
408.98,410.73
409.58,411.34
410.18,411.94
410.79,412.55
411.39,413.16
411.99,413.76
412.6,414.37
413.2,414.97
413.8,415.58
414.41,416.19
415.01,416.79
415.61,417.4
416.21,418.01
416.82,418.61
417.42,419.22
418.02,419.82
418.63,420.43
419.23,421.04
419.83,421.64
420.44,422.25
421.04,422.86
421.64,423.46
422.24,424.07
422.85,424.67
423.45,425.28
424.05,425.89
424.66,426.49
425.26,427.1
425.86,427.7
426.47,428.31
427.07,428.92
427.67,429.52
428.27,430.13
428.88,430.74
429.48,431.34
430.08,431.95
430.69,432.55
431.29,433.16
431.89,433.77
432.5,434.37
433.1,434.98
433.7,435.58
434.3,436.19
434.91,436.8
435.51,437.4
436.11,438.01
436.72,438.62
437.32,439.22
437.92,439.83
438.52,440.43
439.13,441.04
439.73,441.65
440.33,442.25
440.94,442.86
441.54,443.46
442.14,444.07
442.74,444.68
443.35,445.28
443.95,445.89
444.55,446.49
445.16,447.1
445.76,447.71
446.36,448.31
446.96,448.92
447.57,449.52
448.17,450.13
448.77,450.74
449.38,451.34
449.98,451.95
450.58,452.55
451.18,453.16
451.79,453.77
452.39,454.37
452.99,454.98
453.6,455.58
454.2,456.19
454.8,456.8
455.4,457.4
456.01,458.01
456.61,458.61
457.21,459.22
457.82,459.83
458.42,460.43
459.02,461.04
459.62,461.64
460.23,462.25
460.83,462.86
461.43,463.46
462.03,464.07
462.64,464.67
463.24,465.28
463.84,465.89
464.45,466.49
465.05,467.1
465.65,467.7
466.25,468.31
466.86,468.92
467.46,469.52
468.06,470.13
468.66,470.73
469.27,471.34
469.87,471.95
470.47,472.55
471.08,473.16
471.68,473.76
472.28,474.37
472.88,474.97
473.49,475.58
474.09,476.19
474.69,476.79
475.29,477.4
475.9,478
476.5,478.61
477.1,479.22
477.71,479.82
478.31,480.43
478.91,481.03
479.51,481.64
480.12,482.25
480.72,482.85
481.32,483.46
481.92,484.06
482.53,484.67
483.13,485.27
483.73,485.88
484.33,486.49
484.94,487.09
485.54,487.7
486.14,488.3
486.74,488.91
487.35,489.51
487.95,490.12
488.55,490.73
489.15,491.33
489.76,491.94
490.36,492.54
490.96,493.15
491.57,493.76
492.17,494.36
492.77,494.97
493.37,495.57
493.98,496.18
494.58,496.78
495.18,497.39
495.78,498
496.39,498.6
496.99,499.21
497.59,499.81
498.19,500.42
498.8,501.02
499.4,501.63
500,502.24
500.6,502.84
501.21,503.45
501.81,504.05
502.41,504.66
503.01,505.26
503.62,505.87
504.22,506.48
504.82,507.08
505.42,507.69
506.03,508.29
506.63,508.9
507.23,509.5
507.83,510.11
508.44,510.71
509.04,511.32
509.64,511.93
510.24,512.53
510.85,513.14
511.45,513.74
512.05,514.35
512.65,514.95
513.26,515.56
513.86,516.17
514.46,516.77
515.06,517.38
515.66,517.98
516.27,518.59
516.87,519.19
517.47,519.8
518.07,520.4
518.68,521.01
519.28,521.62
519.88,522.22
520.48,522.83
521.09,523.43
521.69,524.04
522.29,524.64
522.89,525.25
523.5,525.85
524.1,526.46
524.7,527.07
525.3,527.67
525.91,528.28
526.51,528.88
527.11,529.49
527.71,530.09
528.31,530.7
528.92,531.3
529.52,531.91
530.12,532.52
530.72,533.12
531.33,533.73
531.93,534.33
532.53,534.94
533.13,535.54
533.74,536.15
534.34,536.75
534.94,537.36
535.54,537.97
536.14,538.57
536.75,539.18
537.35,539.78
537.95,540.39
538.55,540.99
539.16,541.6
539.76,542.2
540.36,542.81
540.96,543.41
541.57,544.02
542.17,544.63
542.77,545.23
543.37,545.84
543.97,546.44
544.58,547.05
545.18,547.65
545.78,548.26
546.38,548.86
546.99,549.47
547.59,550.07
548.19,550.68
548.79,551.28
549.39,551.89
550,552.5
550.6,553.1
551.2,553.71
551.8,554.31
552.4,554.92
553.01,555.52
553.61,556.13
554.21,556.73
554.81,557.34
555.42,557.94
556.02,558.55
556.62,559.15
557.22,559.76
557.82,560.36
558.43,560.97
559.03,561.58
559.63,562.18
560.23,562.79
560.84,563.39
561.44,564
562.04,564.6
562.64,565.21
563.24,565.81
563.85,566.42
564.45,567.02
565.05,567.63
565.65,568.23
566.25,568.84
566.86,569.44
567.46,570.05
568.06,570.66
568.66,571.26
569.26,571.87
569.87,572.47
570.47,573.08
571.07,573.68
571.67,574.29
572.27,574.89
572.88,575.5
573.48,576.1
574.08,576.71
574.68,577.31
575.28,577.92
575.89,578.52
576.49,579.13
577.09,579.73
577.69,580.34
578.3,580.94
578.9,581.55
579.5,582.15
580.1,582.76
580.7,583.36
581.31,583.97
581.91,584.58
582.51,585.18
583.11,585.79
583.71,586.39
584.32,587
584.92,587.6
585.52,588.21
586.12,588.81
586.72,589.42
587.32,590.02
587.93,590.63
588.53,591.23
589.13,591.84
589.73,592.44
590.33,593.05
590.94,593.65
591.54,594.26
592.14,594.86
592.74,595.47
593.34,596.07
593.95,596.68
594.55,597.28
595.15,597.89
595.75,598.49
596.35,599.1
596.96,599.7
597.56,600.31
598.16,600.91
598.76,601.52
599.36,602.12
599.97,602.73
600.57,603.33
601.17,603.94
601.77,604.54
602.37,605.15
602.97,605.75
603.58,606.36
604.18,606.96
604.78,607.57
605.38,608.17
605.98,608.78
606.59,609.38
607.19,609.99
607.79,610.59
608.39,611.2
608.99,611.8
609.59,612.41
610.2,613.01
610.8,613.62
611.4,614.22
612,614.83
612.6,615.43
613.21,616.04
613.81,616.64
614.41,617.25
615.01,617.85
615.61,618.46
616.21,619.06
616.82,619.67
617.42,620.27
618.02,620.88
618.62,621.48
619.22,622.09
619.83,622.69
620.43,623.3
621.03,623.9
621.63,624.51
622.23,625.11
622.83,625.72
623.44,626.32
624.04,626.93
624.64,627.53
625.24,628.14
625.84,628.74
626.44,629.35
627.05,629.95
627.65,630.56
628.25,631.16
628.85,631.77
629.45,632.37
630.05,632.98
630.66,633.58
631.26,634.19
631.86,634.79
632.46,635.4
633.06,636
633.66,636.61
634.27,637.21
634.87,637.82
635.47,638.42
636.07,639.03
636.67,639.63
637.27,640.24
637.88,640.84
638.48,641.44
639.08,642.05
639.68,642.65
640.28,643.26
640.88,643.86
641.49,644.47
642.09,645.07
642.69,645.68
643.29,646.28
643.89,646.89
644.49,647.49
645.1,648.1
645.7,648.7
646.3,649.31
646.9,649.91
647.5,650.52
648.1,651.12
648.7,651.73
649.31,652.33
649.91,652.94
650.51,653.54
651.11,654.15
651.71,654.75
652.31,655.35
652.92,655.96
653.52,656.56
654.12,657.17
654.72,657.77
655.32,658.38
655.92,658.98
656.52,659.59
657.13,660.19
657.73,660.8
658.33,661.4
658.93,662.01
659.53,662.61
660.13,663.22
660.74,663.82
661.34,664.43
661.94,665.03
662.54,665.63
663.14,666.24
663.74,666.84
664.34,667.45
664.95,668.05
665.55,668.66
666.15,669.26
666.75,669.87
667.35,670.47
667.95,671.08
668.55,671.68
669.16,672.29
669.76,672.89
670.36,673.49
670.96,674.1
671.56,674.7
672.16,675.31
672.76,675.91
673.37,676.52
673.97,677.12
674.57,677.73
675.17,678.33
675.77,678.94
676.37,679.54
676.97,680.15
677.58,680.75
678.18,681.35
678.78,681.96
679.38,682.56
679.98,683.17
680.58,683.77
681.18,684.38
681.79,684.98
682.39,685.59
682.99,686.19
683.59,686.8
684.19,687.4
684.79,688
685.39,688.61
685.99,689.21
686.6,689.82
687.2,690.42
687.8,691.03
688.4,691.63
689,692.24
689.6,692.84
690.2,693.45
690.81,694.05
691.41,694.65
692.01,695.26
692.61,695.86
693.21,696.47
693.81,697.07
694.41,697.68
695.01,698.28
695.62,698.89
696.22,699.49
696.82,700.09
697.42,700.7
698.02,701.3
698.62,701.91
699.22,702.51
699.82,703.12
700.43,703.72
701.03,704.33
701.63,704.93
702.23,705.53
702.83,706.14
703.43,706.74
704.03,707.35
704.63,707.95
705.24,708.56
705.84,709.16
706.44,709.76
707.04,710.37
707.64,710.97
708.24,711.58
708.84,712.18
709.44,712.79
710.04,713.39
710.65,714
711.25,714.6
711.85,715.2
712.45,715.81
713.05,716.41
713.65,717.02
714.25,717.62
714.85,718.23
715.46,718.83
716.06,719.43
716.66,720.04
717.26,720.64
717.86,721.25
718.46,721.85
719.06,722.46
719.66,723.06
720.26,723.66
720.87,724.27
721.47,724.87
722.07,725.48
722.67,726.08
723.27,726.69
723.87,727.29
724.47,727.89
725.07,728.5
725.67,729.1
726.28,729.71
726.88,730.31
727.48,730.92
728.08,731.52
728.68,732.12
729.28,732.73
729.88,733.33
730.48,733.94
731.08,734.54
731.68,735.15
732.29,735.75
732.89,736.35
733.49,736.96
734.09,737.56
734.69,738.17
735.29,738.77
735.89,739.37
736.49,739.98
737.09,740.58
737.69,741.19
738.3,741.79
738.9,742.4
739.5,743
740.1,743.6
740.7,744.21
741.3,744.81
741.9,745.42
742.5,746.02
743.1,746.62
743.7,747.23
744.31,747.83
744.91,748.44
745.51,749.04
746.11,749.65
746.71,750.25
747.31,750.85
747.91,751.46
748.51,752.06
749.11,752.67
749.71,753.27
750.32,753.87
750.92,754.48
751.52,755.08
752.12,755.69
752.72,756.29
753.32,756.89
753.92,757.5
754.52,758.1
755.12,758.71
755.72,759.31
756.32,759.92
756.93,760.52
757.53,761.12
758.13,761.73
758.73,762.33
759.33,762.94
759.93,763.54
760.53,764.14
761.13,764.75
761.73,765.35
762.33,765.96
762.93,766.56
763.53,767.16
764.14,767.77
764.74,768.37
765.34,768.98
765.94,769.58
766.54,770.18
767.14,770.79
767.74,771.39
768.34,772
768.94,772.6
769.54,773.2
770.14,773.81
770.74,774.41
771.35,775.02
771.95,775.62
772.55,776.22
773.15,776.83
773.75,777.43
774.35,778.04
774.95,778.64
775.55,779.24
776.15,779.85
776.75,780.45
777.35,781.06
777.95,781.66
778.55,782.26
779.16,782.87
779.76,783.47
780.36,784.07
780.96,784.68
781.56,785.28
782.16,785.89
782.76,786.49
783.36,787.09
783.96,787.7
784.56,788.3
785.16,788.91
785.76,789.51
786.36,790.11
786.96,790.72
787.56,791.32
788.17,791.93
788.77,792.53
789.37,793.13
789.97,793.74
790.57,794.34
791.17,794.94
791.77,795.55
792.37,796.15
792.97,796.76
793.57,797.36
794.17,797.96
794.77,798.57
795.37,799.17
795.97,799.78
796.57,800.38
797.18,800.98
797.78,801.59
798.38,802.19
798.98,802.79
799.58,803.4
800.18,804
800.78,804.61
801.38,805.21
801.98,805.81
802.58,806.42
803.18,807.02
803.78,807.62
804.38,808.23
804.98,808.83
805.58,809.44
806.18,810.04
806.79,810.64
807.39,811.25
807.99,811.85
808.59,812.45
809.19,813.06
809.79,813.66
810.39,814.27
810.99,814.87
811.59,815.47
812.19,816.08
812.79,816.68
813.39,817.28
813.99,817.89
814.59,818.49
815.19,819.1
815.79,819.7
816.39,820.3
816.99,820.91
817.59,821.51
818.2,822.11
818.8,822.72
819.4,823.32
820,823.92
820.6,824.53
821.2,825.13
821.8,825.74
822.4,826.34
823,826.94
823.6,827.55
824.2,828.15
824.8,828.75
825.4,829.36
826,829.96
826.6,830.56
827.2,831.17
827.8,831.77
828.4,832.38
829,832.98
829.6,833.58
830.2,834.19
830.8,834.79
831.4,835.39
832.01,836
832.61,836.6
833.21,837.2
833.81,837.81
834.41,838.41
835.01,839.01
835.61,839.62
836.21,840.22
836.81,840.83
837.41,841.43
838.01,842.03
838.61,842.64
839.21,843.24
839.81,843.84
840.41,844.45
841.01,845.05
841.61,845.65
842.21,846.26
842.81,846.86
843.41,847.46
844.01,848.07
844.61,848.67
845.21,849.27
845.81,849.88
846.41,850.48
847.01,851.09
847.61,851.69
848.21,852.29
848.82,852.9
849.42,853.5
850.02,854.1
850.62,854.71
851.22,855.31
851.82,855.91
852.42,856.52
853.02,857.12
853.62,857.72
854.22,858.33
854.82,858.93
855.42,859.53
856.02,860.14
856.62,860.74
857.22,861.34
857.82,861.95
858.42,862.55
859.02,863.15
859.62,863.76
860.22,864.36
860.82,864.96
861.42,865.57
862.02,866.17
862.62,866.77
863.22,867.38
863.82,867.98
864.42,868.58
865.02,869.19
865.62,869.79
866.22,870.4
866.82,871
867.42,871.6
868.02,872.21
